
Generated at: 2021/01/21 14:11:58
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - 
Micro RNA       - hsa-miR-221-3p
hsa-miR-155-5p
hsa-miR-222-3p
hsa-miR-422a
hsa-miR-150-5p
hsa-miR-378
hsa-miR-182-5p
hsa-miR-21-5p
Minimum Score   - Very High


MicroRNAs input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database
hsa-miR-378,not in database for selected minimum score or unknow microRNA,

Note: Suggested mircoRNAs may NOT be found in database.


Results (8256) 
Gene Symbol,Uniprot,Pseudogene,MicroRNA,Integrated Score,Number of Sources,Score Class,Sources
TGFBI,Q15582,,hsa-miR-21-5p,0.957755000995106,22,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RNAhybrid|TargetRank|TargetScan
ARF4,P18085,,hsa-miR-221-3p,0.956927345557494,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
EPAS1,Q99814,,hsa-miR-182-5p,0.956385823005676,22,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|TargetRank|TargetScan
ADD3,Q9UEY8,,hsa-miR-182-5p,0.956283402178154,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
FOXF2,Q12947,,hsa-miR-182-5p,0.956265138185324,24,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|TargetRank|TargetScan
FMR1,Q06787,,hsa-miR-182-5p,0.95579937386291,24,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
FXR1,P51114,,hsa-miR-182-5p,0.955389864955279,22,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
VGLL4,Q14135,,hsa-miR-221-3p,0.95511118734197,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
PDCD4,Q53EL6,,hsa-miR-21-5p,0.953635468054586,24,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
PITX2,Q99697,,hsa-miR-21-5p,0.952527935512379,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
ARF4,P18085,,hsa-miR-222-3p,0.950930592332809,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
ANK3,Q12955,,hsa-miR-182-5p,0.950366945315181,25,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
KPNA3,O00505,,hsa-miR-182-5p,0.949523704195851,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
TOX,O94900,,hsa-miR-221-3p,0.949258363634135,21,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|TargetRank|TargetScan
JAG1,P78504,,hsa-miR-21-5p,0.94785495043206,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
ELL2,O00472,,hsa-miR-182-5p,0.946680103896698,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
SKI,P12755,,hsa-miR-21-5p,0.946143535628305,21,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|TargetRank|TargetScan
CDKN1B,P46527,,hsa-miR-221-3p,0.945568117446662,22,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
FGF9,P31371,,hsa-miR-182-5p,0.945297601735653,22,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|TargetRank|TargetScan
FGF7,P21781,,hsa-miR-155-5p,0.945170293734859,20,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
PPP3R1,P63098,,hsa-miR-182-5p,0.944714185840832,23,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
TCF12,Q99081,,hsa-miR-222-3p,0.943610935989622,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
NAMPT,P43490,,hsa-miR-182-5p,0.943176727004074,21,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
FOXO3,O43524,,hsa-miR-182-5p,0.943173450359893,21,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
BACH1,O14867,,hsa-miR-155-5p,0.942076593631585,23,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
WEE1,P30291,,hsa-miR-155-5p,0.941895171622107,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
HECTD2,Q5U5R9,,hsa-miR-221-3p,0.941699494495047,22,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
NRCAM,Q92823,,hsa-miR-182-5p,0.941676500973769,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
CAMSAP2,Q08AD1,,hsa-miR-182-5p,0.941392621885572,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNA22|RNAhybrid|TargetRank|TargetScan
TCF12,Q99081,,hsa-miR-221-3p,0.941257328387315,22,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
MTSS1,O43312,,hsa-miR-182-5p,0.941099623162499,21,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
YES1,P07947,,hsa-miR-182-5p,0.940622502835673,19,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PicTar|RepTar|TargetRank|TargetScan
RAB1A,P62820,,hsa-miR-222-3p,0.940584774756595,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetScan
NUMB,P49757,,hsa-miR-182-5p,0.939987455747676,21,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
RBM24,Q9BX46,,hsa-miR-221-3p,0.939662682209862,22,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
RBM24,Q9BX46,,hsa-miR-222-3p,0.937958120991387,23,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
SP3,Q02447,,hsa-miR-182-5p,0.937897211680951,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
SMAD1,Q15797,,hsa-miR-182-5p,0.937739011212482,21,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
SLC1A2,P43004,,hsa-miR-182-5p,0.937439607512738,22,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|PITA|RepTar|RNAhybrid|TargetRank|TargetScan
ZFC3H1,O60293,,hsa-miR-182-5p,0.937014641051975,20,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
MITF,O75030,,hsa-miR-182-5p,0.936779736207375,20,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
KTN1,Q86UP2,,hsa-miR-182-5p,0.936440384406499,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
VLDLR,P98155,,hsa-miR-182-5p,0.935968208326497,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
CTTN,Q14247,,hsa-miR-182-5p,0.935544274464012,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
EBF3,Q9H4W6,,hsa-miR-182-5p,0.935091160482274,20,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
WIPI2,Q9Y4P8,,hsa-miR-182-5p,0.93496260686368,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
ELL,P55199,,hsa-miR-182-5p,0.934773187657221,21,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|TargetRank|TargetScan
MBNL2,Q5VZF2,,hsa-miR-182-5p,0.933542046438055,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
FOXN3,O00409,,hsa-miR-182-5p,0.933364583808691,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
PELI1,Q96FA3,,hsa-miR-21-5p,0.93299462876052,20,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|PACCMIT|PicTar|TargetRank|TargetScan
TLE4,Q04727,,hsa-miR-155-5p,0.932526764655274,18,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
TOB1,P50616,,hsa-miR-182-5p,0.932445054788759,18,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PicTar|TargetRank|TargetScan
PAIP2,Q9BPZ3,,hsa-miR-182-5p,0.932437885328506,23,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
LRP1B,Q9NZR2,,hsa-miR-155-5p,0.932029089165856,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
VAPB,O95292,,hsa-miR-221-3p,0.931862587369604,23,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|PITA|RepTar|RNAhybrid|TargetRank|TargetScan
CREB1,P16220,,hsa-miR-182-5p,0.931139737764746,21,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|GenMir++|MBStar|MAMI|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
RAB1A,P62820,,hsa-miR-221-3p,0.931085421712556,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|PITA|RNAhybrid|TargetScan
INTS6,Q9UL03,,hsa-miR-182-5p,0.93093334785895,23,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
ZIC3,O60481,,hsa-miR-155-5p,0.93061444032897,19,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
ADGRL2,O95490,,hsa-miR-182-5p,0.930380303357654,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|PicTar|PITA|RepTar|RNAhybrid|TargetRank|TargetScan
CUL5,Q93034,,hsa-miR-182-5p,0.930238227872552,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|GenMir++|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
NFIB,O00712,,hsa-miR-21-5p,0.930177999887121,22,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|PACCMIT|PicTar|RNAhybrid|TargetScan
NUAK1,O60285,,hsa-miR-182-5p,0.929677603619922,23,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|PITA|RepTar|TargetRank|TargetScan
YWHAG,P61981,,hsa-miR-182-5p,0.92862287978278,20,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|PITA|TargetRank|TargetScan
HIVEP2,P31629,,hsa-miR-155-5p,0.928159596719204,22,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
SATB1,Q01826,,hsa-miR-21-5p,0.928031141866087,20,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|MirTar|Mirza-G|PACCMIT|PicTar|RNAhybrid|TargetRank|TargetScan
RDX,P35241,,hsa-miR-182-5p,0.92744503570329,20,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
TAF15,Q92804,,hsa-miR-182-5p,0.926707837049672,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|GenMir++|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|PicTar|RepTar|RNAhybrid|TargetRank|TargetScan
