
Generated at: 2022/08/07 20:45:44
mirDIP version: 5.1.16.1.
Database version: 5.1.12.1



Gene Symbol     - FOS,IGFBP1,IGFBP2,THBS1,IRS2,SOCS2,UBD,GADD45G,DNMT3L,GOLM1,ANGPTL8,EFHD1,CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Results (339) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
THBS1	P07996		hsa-miR-18a-5p	0.819472798079258	14	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|MultiMiTar|PACCMIT|TargetScan_v7_2
IRS2	Q9Y4H2		hsa-let-7d-5p	0.813990957052563	17	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|PACCMIT|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-let-7i-5p	0.809218757584152	16	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|PITA_May_2021|RNA22|TargetScan_v7_2
FOS	P01100		hsa-miR-101-3p	0.807971672600854	14	Very High	CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|mirbase|miRcode|miRDB_v6|MiRNATIP|miRTar2GO|MirTar2|mirzag|MultiMiTar|PACCMIT
THBS1	P07996		hsa-let-7f-5p	0.805977497718483	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-let-7g-5p	0.804186163078509	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-miR-221-3p	0.8015431021027	15	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRcode|mirCoX|miRDB_v6|MiRNATIP|miRTar2GO|mirzag|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-miR-194-5p	0.792954985828222	14	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRcode|miRDB_v6|MiRNATIP|MirTar2|mirzag|PITA_May_2021|TargetScan_v7_2
FOS	P01100		hsa-miR-139-5p	0.789795968565979	13	Very High	BCmicrO|CoMeTa|MirAncesTar|miranda_May_2021|mirbase|miRcode|mirCoX|miRDB_v6|MirTar2|mirzag|PACCMIT|PITA_May_2021|TargetScan_v7_2
THBS1	P07996		hsa-miR-18b-5p	0.78754809784457	14	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|MultiMiTar|PACCMIT|PITA_May_2021|TargetScan_v7_2
CRISPLD2	Q9H0B8		hsa-miR-634	0.786831219347228	16	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|MultiMiTar|PACCMIT|PITA_May_2021
IRS2	Q9Y4H2		hsa-miR-570-3p	0.78416797732866	14	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-548p	0.773216998280836	13	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-532-5p	0.772629885116457	12	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|MirTar2|mirzag|MultiMiTar|TargetScan_v7_2
FOS	P01100		hsa-miR-199a-3p	0.763927869928043	11	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|MultiMiTar|TargetScan_v7_2
THBS1	P07996		hsa-miR-139-5p	0.762127205085853	11	Very High	BCmicrO|CoMeTa|Cupid|MirAncesTar|miranda_May_2021|miRcode|mirCoX|miRDB_v6|mirzag|RNA22|TargetScan_v7_2
FOS	P01100		hsa-miR-199b-3p	0.75183604394956	11	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|MultiMiTar|TargetScan_v7_2
IRS2	Q9Y4H2		hsa-miR-203a-3p	0.751751371136595	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|MBStar|MirAncesTar|miranda_May_2021|miRcode|miRDB_v6|MiRNATIP|mirzag|MultiMiTar|PACCMIT|PITA_May_2021|RNA22
GOLM1	Q8NBJ4		hsa-miR-143-3p	0.750306745190398	11	Very High	BCmicrO|DIANA|MirAncesTar|miranda_May_2021|miRcode|mirCoX|miRDB_v6|MiRNATIP|MirTar2|mirzag|TargetScan_v7_2
SOCS2	O14508		hsa-miR-194-5p	0.746316252706931	13	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRcode|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|PACCMIT|TargetScan_v7_2
SOCS2	O14508		hsa-miR-139-5p	0.744948726578222	14	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRcode|mirCoX|miRDB_v6|MirTar2|mirzag|PACCMIT|TargetScan_v7_2
IRS2	Q9Y4H2		hsa-miR-646	0.741204866641574	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|MultiMiTar
IRS2	Q9Y4H2		hsa-miR-33a-5p	0.735757728679167	13	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRTar2GO|mirzag|MultiMiTar|PACCMIT|RNA22|TargetScan_v7_2
IRS2	Q9Y4H2		hsa-miR-33b-5p	0.724614466191639	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miRTar2GO|mirzag|MultiMiTar|PACCMIT|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-miR-940	0.723041100145621	15	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|miRTar2GO|MirTar2|mirzag|MultiMiTar|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-641	0.717889558361511	13	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|MultiMiTar|PACCMIT
THBS1	P07996		hsa-miR-648	0.708089920729551	12	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miRDB_v6|MiRNATIP|MirTar2|mirzag|MultiMiTar|PACCMIT|RNA22
THBS1	P07996		hsa-miR-1827	0.706026863874236	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-569	0.70073300879715	12	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-613	0.69639052253079	11	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miRcode|miRDB_v6|MiRNATIP|mirzag|MultiMiTar|PACCMIT|RNA22
IGFBP1	P08833		hsa-miR-433-3p	0.691045715207613	12	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|RNA22|TargetScan_v7_2
GOLM1	Q8NBJ4		hsa-miR-342-3p	0.690730029157728	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|PITA_May_2021|TargetScan_v7_2
FOS	P01100		hsa-miR-589-3p	0.687610496880416	12	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT
SOCS2	O14508		hsa-miR-940	0.686267938364198	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|MultiMiTar|PACCMIT|PITA_May_2021
THBS1	P07996		hsa-miR-526b-5p	0.684583982909411	14	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-561-3p	0.677888849067787	10	Very High	BCmicrO|CoMeTa|Cupid|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-452-5p	0.677814556986872	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
GOLM1	Q8NBJ4		hsa-miR-493-5p	0.677039212655592	10	Very High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22|TargetScan_v7_2
CRISPLD2	Q9H0B8		hsa-miR-518a-5p	0.67425053879788	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|mirbase|miRDB_v6|MiRNATIP|mirzag|MultiMiTar|PACCMIT|RNA22
CRISPLD2	Q9H0B8		hsa-miR-873-5p	0.669382327476269	13	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|MultiMiTar|RNA22
THBS1	P07996		hsa-miR-1261	0.662069650551834	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
FOS	P01100		hsa-miR-603	0.660398977734207	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirmap_May_2021|MirTar2|mirzag
FOS	P01100		hsa-miR-580-3p	0.65501083647862	12	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT
FOS	P01100		hsa-miR-802	0.652155682424199	8	Very High	BCmicrO|CoMeTa|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT|TargetScan_v7_2
THBS1	P07996		hsa-miR-944	0.64975733316379	10	Very High	CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
CRISPLD2	Q9H0B8		hsa-miR-1206	0.643039112139714	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-3662	0.637688027043734	11	Very High	bitargeting_May_2021|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
IRS2	Q9Y4H2		hsa-miR-3143	0.636713784351954	11	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirCoX|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
CRISPLD2	Q9H0B8		hsa-miR-1207-5p	0.636488889357558	15	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|mirzag|PITA_May_2021|RNA22|rnahybrid_May_2021
THBS1	P07996		hsa-miR-449c-5p	0.636406334760761	13	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRcode|mirmap_May_2021|MiRNATIP|miRTar2GO|MirTar2|mirzag|PACCMIT|RNA22
SOCS2	O14508		hsa-miR-659-3p	0.634464156716509	11	Very High	BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
THBS1	P07996		hsa-miR-634	0.633899695413148	12	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirTar2|MultiMiTar|PITA_May_2021
FOS	P01100		hsa-miR-335-3p	0.629969835682541	10	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
SOCS2	O14508		hsa-miR-936	0.627239761117584	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag|MultiMiTar|PITA_May_2021
IRS2	Q9Y4H2		hsa-miR-659-3p	0.623327263861374	13	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-let-7g-3p	0.61760458286804	11	Very High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-942-5p	0.616191005898051	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|miRTar2GO|mirzag|RNA22
THBS1	P07996		hsa-miR-34b-5p	0.614566126720429	12	Very High	bitargeting_May_2021|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|miRTar2GO|MirTar2|mirzag|PACCMIT|RNA22
FOS	P01100		hsa-miR-490-5p	0.613150298089822	9	Very High	BCmicrO|CoMeTa|MirAncesTar|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-1304-5p	0.609544685328833	14	Very High	bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|PACCMIT|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-let-7a-2-3p	0.606183414297273	11	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT|RNA22
SOCS2	O14508		hsa-miR-630	0.605070289623337	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
THBS1	P07996		hsa-miR-637	0.602350893928281	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|MultiMiTar|PITA_May_2021|RNA22
IRS2	Q9Y4H2		hsa-miR-431-5p	0.59864217994851	10	Very High	BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|MiRNATIP|mirzag|PACCMIT|RNA22
IRS2	Q9Y4H2		hsa-miR-877-5p	0.596049543624412	14	Very High	CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|MultiMiTar|PITA_May_2021|RNA22
THBS1	P07996		hsa-miR-485-3p	0.595419318002066	10	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PITA_May_2021|RNA22|TargetScan_v7_2
THBS1	P07996		hsa-miR-671-5p	0.592553337638925	13	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|mirzag|MultiMiTar|PITA_May_2021
FOS	P01100		hsa-miR-4262	0.591314352922244	9	Very High	bitargeting_May_2021|Cupid|MirAncesTar|miRcode|miRDB_v6|MiRNATIP|mirzag|PACCMIT|rnahybrid_May_2021
IRS2	Q9Y4H2		hsa-miR-1253	0.586058252846884	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|MirTar2|mirzag
FOS	P01100		hsa-miR-873-5p	0.581954468250554	12	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirmap_May_2021|MiRNATIP|MirSNPInTarget|mirzag|MultiMiTar|PACCMIT
THBS1	P07996		hsa-miR-519e-3p	0.57881406611326	11	Very High	BCmicrO|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|miRTar2GO|mirzag|MultiMiTar|RNA22
IRS2	Q9Y4H2		hsa-miR-532-3p	0.575862630253242	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MirAncesTar|miranda_May_2021|mirmap_May_2021|MiRNATIP|MirSNPInTarget|miRTar2GO|mirzag|PITA_May_2021
CRISPLD2	Q9H0B8		hsa-miR-527	0.575247100934597	12	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT|RNA22
THBS1	P07996		hsa-miR-379-3p	0.574612432265331	10	Very High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|RNA22|TargetScan_v7_2
FOS	P01100		hsa-miR-597-5p	0.571009811476997	11	Very High	BCmicrO|bitargeting_May_2021|CoMeTa|Cupid|DIANA|MirAncesTar|miranda_May_2021|mirbase|mirzag|PACCMIT|RNA22
