ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0000082	G1/S transition of mitotic cell cycle	5/46	287/18866	0.000647460559110255	0.0445784649000564	0.0311009014189458	6347/1543/4609/28984/9510	5
GO:0022407	regulation of cell-cell adhesion	6/46	439/18866	0.000653364037203532	0.0445784649000564	0.0311009014189458	3485/6347/3479/6385/28984/3557	6
GO:0031960	response to corticosteroid	4/46	164/18866	0.000675925765027136	0.0445784649000564	0.0311009014189458	3485/2353/2354/3557	4
GO:0045725	positive regulation of glycogen biosynthetic process	2/46	16/18866	0.000682908664458506	0.0445784649000564	0.0311009014189458	8660/3479	2
GO:0045931	positive regulation of mitotic cell cycle	4/46	168/18866	0.000739714218455341	0.0445784649000564	0.0311009014189458	1543/3479/28984/9510	4
GO:0050673	epithelial cell proliferation	6/46	453/18866	0.000769726442492137	0.0445784649000564	0.0311009014189458	6347/7057/3479/4609/3164/28984	6
GO:0044539	long-chain fatty acid import into cell	2/46	17/18866	0.000772762269047302	0.0445784649000564	0.0311009014189458	7057/8660	2
GO:0070875	positive regulation of glycogen metabolic process	2/46	17/18866	0.000772762269047302	0.0445784649000564	0.0311009014189458	8660/3479	2
GO:0140354	lipid import into cell	2/46	17/18866	0.000772762269047302	0.0445784649000564	0.0311009014189458	7057/8660	2
GO:0006305	DNA alkylation	3/46	74/18866	0.000779041134175742	0.0445784649000564	0.0311009014189458	2353/29947/4609	3
GO:0006306	DNA methylation	3/46	74/18866	0.000779041134175742	0.0445784649000564	0.0311009014189458	2353/29947/4609	3
GO:0044843	cell cycle G1/S phase transition	5/46	310/18866	0.00091557021321293	0.0455784980948814	0.031798591074201	6347/1543/4609/28984/9510	5
GO:0060326	cell chemotaxis	5/46	311/18866	0.000928850394834771	0.0455784980948814	0.031798591074201	6347/7057/57007/6364/3164	5
GO:0042246	tissue regeneration	3/46	79/18866	0.000942302004134212	0.0455784980948814	0.031798591074201	3484/3479/2027	3
GO:0001937	negative regulation of endothelial cell proliferation	3/46	81/18866	0.00101321577881891	0.0455784980948814	0.031798591074201	6347/7057/28984	3
GO:0001936	regulation of endothelial cell proliferation	4/46	184/18866	0.00103788153505044	0.0455784980948814	0.031798591074201	6347/7057/3164/28984	4
GO:0007568	aging	5/46	319/18866	0.00104033324316113	0.0455784980948814	0.031798591074201	3485/2353/3484/1543/2027	5
GO:2000045	regulation of G1/S transition of mitotic cell cycle	4/46	185/18866	0.00105894001068984	0.0455784980948814	0.031798591074201	6347/1543/28984/9510	4
GO:0051412	response to corticosterone	2/46	20/18866	0.00107457840208002	0.0455784980948814	0.031798591074201	2353/2354	2
GO:0070371	ERK1 and ERK2 cascade	5/46	325/18866	0.00113026774581003	0.0455784980948814	0.031798591074201	6347/3479/57007/6364/4609	5
GO:0036499	PERK-mediated unfolded protein response	2/46	21/18866	0.00118585024649079	0.0455784980948814	0.031798591074201	3484/6347	2
GO:0043651	linoleic acid metabolic process	2/46	21/18866	0.00118585024649079	0.0455784980948814	0.031798591074201	3992/9415	2
GO:0140467	integrated stress response signaling	2/46	21/18866	0.00118585024649079	0.0455784980948814	0.031798591074201	3484/6347	2
GO:0006112	energy reserve metabolic process	3/46	86/18866	0.00120504395773074	0.0455784980948814	0.031798591074201	8660/3479/4609	3
GO:0071375	cellular response to peptide hormone stimulus	5/46	330/18866	0.00120952648666028	0.0455784980948814	0.031798591074201	3484/8835/4929/8660/3164	5
GO:0070098	chemokine-mediated signaling pathway	3/46	88/18866	0.00128774405957023	0.0461237265298846	0.0321789786861535	6347/57007/6364	3
GO:0001935	endothelial cell proliferation	4/46	199/18866	0.0013862094728401	0.0461237265298846	0.0321789786861535	6347/7057/3164/28984	4
GO:1902001	fatty acid transmembrane transport	2/46	23/18866	0.00142424100889712	0.0461237265298846	0.0321789786861535	7057/8660	2
GO:0048545	response to steroid hormone	5/46	346/18866	0.00149103606347064	0.0461237265298846	0.0321789786861535	3485/2353/7057/2354/3557	5
GO:0032891	negative regulation of organic acid transport	2/46	24/18866	0.00155130935822602	0.0461237265298846	0.0321789786861535	7057/8660	2
GO:1901992	positive regulation of mitotic cell cycle phase transition	3/46	94/18866	0.00155703382322336	0.0461237265298846	0.0321789786861535	1543/28984/9510	3
GO:1904035	regulation of epithelial cell apoptotic process	3/46	94/18866	0.00155703382322336	0.0461237265298846	0.0321789786861535	6347/7057/28984	3
GO:1902806	regulation of cell cycle G1/S phase transition	4/46	206/18866	0.00157380986160431	0.0461237265298846	0.0321789786861535	6347/1543/28984/9510	4
GO:0009612	response to mechanical stimulus	4/46	209/18866	0.00165937856535082	0.0461237265298846	0.0321789786861535	3485/2353/7057/2354	4
GO:0002053	positive regulation of mesenchymal cell proliferation	2/46	25/18866	0.001683592785944	0.0461237265298846	0.0321789786861535	8660/4609	2
GO:0071674	mononuclear cell migration	3/46	97/18866	0.00170393054278587	0.0461237265298846	0.0321789786861535	6347/7057/6364	3
GO:1990868	response to chemokine	3/46	97/18866	0.00170393054278587	0.0461237265298846	0.0321789786861535	6347/57007/6364	3
GO:1990869	cellular response to chemokine	3/46	97/18866	0.00170393054278587	0.0461237265298846	0.0321789786861535	6347/57007/6364	3
GO:0001666	response to hypoxia	5/46	359/18866	0.00175324346732351	0.0461237265298846	0.0321789786861535	4929/7057/1543/4609/28984	5
GO:0044728	DNA methylation or demethylation	3/46	98/18866	0.00175475480254557	0.0461237265298846	0.0321789786861535	2353/29947/4609	3
GO:0016051	carbohydrate biosynthetic process	4/46	213/18866	0.00177844461686967	0.0461237265298846	0.0321789786861535	8660/3479/150094/2027	4
GO:0043255	regulation of carbohydrate biosynthetic process	3/46	99/18866	0.0018065190299273	0.0461237265298846	0.0321789786861535	8660/3479/150094	3
GO:0006006	glucose metabolic process	4/46	214/18866	0.00180911473214563	0.0461237265298846	0.0321789786861535	8660/3479/150094/2027	4
GO:0035902	response to immobilization stress	2/46	26/18866	0.00182106622545175	0.0461237265298846	0.0321789786861535	2353/1543	2
GO:0042104	positive regulation of activated T cell proliferation	2/46	26/18866	0.00182106622545175	0.0461237265298846	0.0321789786861535	3485/3479	2
GO:0010038	response to metal ion	5/46	366/18866	0.00190774112608447	0.0475396780612985	0.0331668406300594	3485/2353/7057/1543/2354	5
GO:0050670	regulation of lymphocyte proliferation	4/46	219/18866	0.00196800138608255	0.0476183549028795	0.0332217308264681	3485/8660/3479/6385	4
GO:0048661	positive regulation of smooth muscle cell proliferation	3/46	103/18866	0.00202310044177012	0.0476183549028795	0.0332217308264681	7057/3479/9510	3
GO:0036293	response to decreased oxygen levels	5/46	371/18866	0.00202406423990113	0.0476183549028795	0.0332217308264681	4929/7057/1543/4609/28984	5
GO:0032944	regulation of mononuclear cell proliferation	4/46	221/18866	0.00203418215119097	0.0476183549028795	0.0332217308264681	3485/8660/3479/6385	4
GO:2000191	regulation of fatty acid transport	2/46	28/18866	0.00211148330631038	0.0486901747499931	0.0339695036239093	7057/8660	2
