ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0006984	ER-nucleus signaling pathway	4/84	51/18866	7.79155606177128e-05	0.00909154603333667	0.00710768197381488	3484/6347/3576/467	4
GO:0046460	neutral lipid biosynthetic process	4/84	51/18866	7.79155606177128e-05	0.00909154603333667	0.00710768197381488	3949/84803/150094/57678	4
GO:0046463	acylglycerol biosynthetic process	4/84	51/18866	7.79155606177128e-05	0.00909154603333667	0.00710768197381488	3949/84803/150094/57678	4
GO:1902893	regulation of pri-miRNA transcription by RNA polymerase II	4/84	51/18866	7.79155606177128e-05	0.00909154603333667	0.00710768197381488	2353/9314/3725/1958	4
GO:0045444	fat cell differentiation	7/84	235/18866	8.53528545886997e-05	0.00909154603333667	0.00710768197381488	55908/9314/1052/11221/7538/4929/3164	7
GO:0034612	response to tumor necrosis factor	8/84	320/18866	8.93991284382381e-05	0.00909154603333667	0.00710768197381488	10537/7057/3303/6347/51330/3576/6364/7538	8
GO:0061614	pri-miRNA transcription by RNA polymerase II	4/84	53/18866	9.06834564728005e-05	0.00909154603333667	0.00710768197381488	2353/9314/3725/1958	4
GO:0031960	response to corticosteroid	6/84	164/18866	9.14353105478937e-05	0.00909154603333667	0.00710768197381488	3485/2353/1026/2354/7538/3557	6
GO:0051412	response to corticosterone	3/84	20/18866	9.19015532169032e-05	0.00909154603333667	0.00710768197381488	2353/1026/2354	3
GO:0035967	cellular response to topologically incorrect protein	6/84	166/18866	9.77508293575108e-05	0.00909154603333667	0.00710768197381488	3484/3303/11015/6347/3576/467	6
GO:0070371	ERK1 and ERK2 cascade	8/84	325/18866	9.95424748175548e-05	0.00909154603333667	0.00710768197381488	6347/6364/9314/4609/467/3725/11221/3491	8
GO:0048545	response to steroid hormone	8/84	346/18866	0.000153165008929433	0.0134295079829327	0.0104990582962996	3485/7057/2353/1026/2354/57678/7538/3557	8
GO:0043620	regulation of DNA-templated transcription in response to stress	5/84	115/18866	0.00016222137515531	0.0136765097823246	0.0106921618928277	3303/56892/467/3725/1958	5
GO:2000353	positive regulation of endothelial cell apoptotic process	3/84	27/18866	0.000230553457951742	0.018717525178897	0.0146331785397831	7057/6347/28984	3
GO:0030968	endoplasmic reticulum unfolded protein response	5/84	125/18866	0.000239434638478726	0.0187443116980489	0.0146541199790739	3484/11015/6347/3576/467	5
GO:0035914	skeletal muscle cell differentiation	4/84	69/18866	0.000253631667915236	0.0191710557265586	0.0149877442964067	2353/467/23764/1958	4
GO:1902806	regulation of cell cycle G1/S phase transition	6/84	206/18866	0.000315597483601059	0.0230596561351174	0.0180278141509658	56892/1026/6347/9314/28984/9510	6
GO:0071356	cellular response to tumor necrosis factor	7/84	297/18866	0.000359178265549566	0.0248036950953414	0.0193912867917863	7057/3303/6347/51330/3576/6364/7538	7
GO:1903706	regulation of hemopoiesis	9/84	498/18866	0.000368350159252957	0.0248036950953414	0.0193912867917863	7057/2353/3303/56892/2296/4609/3725/11221/7538	9
GO:0050678	regulation of epithelial cell proliferation	8/84	395/18866	0.000374528442654168	0.0248036950953414	0.0193912867917863	7057/6347/4609/28984/3725/11221/7538/3164	8
GO:0051385	response to mineralocorticoid	3/84	32/18866	0.000384728847281755	0.0248036950953414	0.0193912867917863	2353/1026/2354	3
GO:0070372	regulation of ERK1 and ERK2 cascade	7/84	306/18866	0.000429598209294125	0.0269051221363635	0.021034161946792	6347/6364/9314/467/3725/11221/3491	7
GO:0044843	cell cycle G1/S phase transition	7/84	310/18866	0.000464247199727949	0.0282674961612129	0.0220992526654123	56892/1026/6347/9314/4609/28984/9510	7
GO:0044344	cellular response to fibroblast growth factor stimulus	5/84	146/18866	0.000489638382834599	0.0290040781162148	0.022675105250287	7057/6347/3576/7538/3164	5
GO:0006739	NADP metabolic process	3/84	35/18866	0.000502807923547519	0.0290040781162148	0.022675105250287	2326/4199/9540	3
GO:0071774	response to fibroblast growth factor	5/84	153/18866	0.000605928710363883	0.03405630084917	0.0266248836834656	7057/6347/3576/7538/3164	5
GO:0070098	chemokine-mediated signaling pathway	4/84	88/18866	0.000641672725297312	0.0351636653462927	0.0274906104416848	6347/2296/3576/6364	4
GO:0030099	myeloid cell differentiation	8/84	431/18866	0.000665470655045141	0.0355783335575353	0.0278147940029137	10537/7057/2353/3303/3726/4609/3725/7538	8
GO:0022407	regulation of cell-cell adhesion	8/84	439/18866	0.00075007778627142	0.0391469168454036	0.0306046775952349	3485/6347/6385/9314/28984/57678/11221/3557	8
GO:0033002	muscle cell proliferation	6/84	244/18866	0.000771116110229667	0.0391868032130335	0.0306358603682379	7057/1026/2296/9314/3725/9510	6
GO:0055088	lipid homeostasis	5/84	163/18866	0.000806557906129775	0.0391868032130335	0.0306358603682379	8660/55908/3949/2494/57678	5
GO:1901342	regulation of vasculature development	8/84	444/18866	0.000807225155908747	0.0391868032130335	0.0306358603682379	7057/2296/51330/3576/9314/28984/1958/9510	8
GO:1904035	regulation of epithelial cell apoptotic process	4/84	94/18866	0.000822350797353806	0.0391868032130335	0.0306358603682379	7057/6347/28984/7538	4
GO:0072203	cell proliferation involved in metanephros development	2/84	10/18866	0.000861314245297926	0.0392234172046	0.0306644848295663	4609/1958	2
GO:1904037	positive regulation of epithelial cell apoptotic process	3/84	42/18866	0.000862359592153529	0.0392234172046	0.0306644848295663	7057/6347/28984	3
GO:0050673	epithelial cell proliferation	8/84	453/18866	0.000918911670248933	0.0392234172046	0.0306644848295663	7057/6347/4609/28984/3725/11221/7538/3164	8
GO:1990868	response to chemokine	4/84	97/18866	0.000924964617114312	0.0392234172046	0.0306644848295663	6347/2296/3576/6364	4
GO:1990869	cellular response to chemokine	4/84	97/18866	0.000924964617114312	0.0392234172046	0.0306644848295663	6347/2296/3576/6364	4
GO:0031668	cellular response to extracellular stimulus	6/84	253/18866	0.000930482524926642	0.0392234172046	0.0306644848295663	2353/1026/150094/467/3725/4929	6
GO:0034115	negative regulation of heterotypic cell-cell adhesion	2/84	11/18866	0.00104967462419497	0.0413836907063606	0.0323533655733553	9314/3557	2
GO:0070587	regulation of cell-cell adhesion involved in gastrulation	2/84	11/18866	0.00104967462419497	0.0413836907063606	0.0323533655733553	9314/3557	2
GO:0048660	regulation of smooth muscle cell proliferation	5/84	173/18866	0.00105308821148943	0.0413836907063606	0.0323533655733553	7057/1026/9314/3725/9510	5
GO:0002683	negative regulation of immune system process	8/84	463/18866	0.00105724757279023	0.0413836907063606	0.0323533655733553	7057/3949/6347/6385/4609/57678/11221/7538	8
GO:0048659	smooth muscle cell proliferation	5/84	175/18866	0.00110843801196392	0.0422103864113656	0.032999668208655	7057/1026/9314/3725/9510	5
GO:0032570	response to progesterone	3/84	46/18866	0.00112578312349978	0.0422103864113656	0.032999668208655	7057/2353/2354	3
GO:0045637	regulation of myeloid cell differentiation	6/84	263/18866	0.0011361372254884	0.0422103864113656	0.032999668208655	7057/2353/3303/4609/3725/7538	6
GO:0030522	intracellular receptor signaling pathway	6/84	265/18866	0.0011811514016816	0.0427727172254258	0.0334392929518792	3303/89870/2494/57678/4929/3164	6
GO:0010631	epithelial cell migration	7/84	365/18866	0.00120998579106417	0.0427727172254258	0.0334392929518792	7057/5646/9314/28984/3725/11221/3164	7
GO:0010038	response to metal ion	7/84	366/18866	0.0012292014077825	0.0427727172254258	0.0334392929518792	3485/7057/2353/9066/3726/2354/3725	7
GO:0070586	cell-cell adhesion involved in gastrulation	2/84	12/18866	0.00125596994810574	0.0427727172254258	0.0334392929518792	9314/3557	2
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	2/84	12/18866	0.00125596994810574	0.0427727172254258	0.0334392929518792	3303/3725	2
GO:0090132	epithelium migration	7/84	368/18866	0.00126835156006053	0.0427727172254258	0.0334392929518792	7057/5646/9314/28984/3725/11221/3164	7
GO:0001667	ameboidal-type cell migration	8/84	481/18866	0.00134805306557451	0.0428309188770589	0.0334847944351958	7057/5646/6385/9314/28984/3725/11221/3164	8
GO:0071347	cellular response to interleukin-1	5/84	183/18866	0.00135165023321321	0.0428309188770589	0.0334847944351958	6347/3576/6364/1958/3557	5
GO:0001936	regulation of endothelial cell proliferation	5/84	184/18866	0.00138461056259788	0.0428309188770589	0.0334847944351958	7057/6347/28984/3725/3164	5
GO:0090130	tissue migration	7/84	374/18866	0.0013917036516467	0.0428309188770589	0.0334847944351958	7057/5646/9314/28984/3725/11221/3164	7
GO:0042326	negative regulation of phosphorylation	8/84	484/18866	0.00140218652668062	0.0428309188770589	0.0334847944351958	8660/1026/9314/4609/467/3725/11221/84962	8
GO:2000045	regulation of G1/S transition of mitotic cell cycle	5/84	185/18866	0.00141816086811714	0.0428309188770589	0.0334847944351958	1026/6347/9314/28984/9510	5
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	4/84	109/18866	0.0014263946523838	0.0428309188770589	0.0334847944351958	3303/467/3725/1958	4
GO:2000278	regulation of DNA biosynthetic process	4/84	109/18866	0.0014263946523838	0.0428309188770589	0.0334847944351958	1026/9314/4609/28984	4
GO:0006641	triglyceride metabolic process	4/84	110/18866	0.00147525360619964	0.043256653419625	0.0338176295462685	3949/84803/150094/57678	4
GO:0016024	CDP-diacylglycerol biosynthetic process	2/84	13/18866	0.00148004060514228	0.043256653419625	0.0338176295462685	84803/57678	2
GO:0048146	positive regulation of fibroblast proliferation	3/84	51/18866	0.00151991487236524	0.0438375447397974	0.0342717647120583	1026/4609/3725	3
GO:0038066	p38MAPK cascade	3/84	52/18866	0.00160782046800792	0.0451838777676071	0.0353243147357205	10912/11221/7538	3
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	3/84	52/18866	0.00160782046800792	0.0451838777676071	0.0353243147357205	7057/51330/467	3
GO:0016525	negative regulation of angiogenesis	5/84	192/18866	0.00167007607454092	0.0454702146915299	0.0355481701487757	7057/2296/9314/28984/9510	5
GO:0071248	cellular response to metal ion	5/84	193/18866	0.00170857964434795	0.0454702146915299	0.0355481701487757	2353/9066/3726/2354/3725	5
GO:0046341	CDP-diacylglycerol metabolic process	2/84	14/18866	0.00172172801979789	0.0454702146915299	0.0355481701487757	84803/57678	2
GO:0072216	positive regulation of metanephros development	2/84	14/18866	0.00172172801979789	0.0454702146915299	0.0355481701487757	4609/1958	2
GO:1901722	regulation of cell proliferation involved in kidney development	2/84	14/18866	0.00172172801979789	0.0454702146915299	0.0355481701487757	4609/1958	2
GO:2000181	negative regulation of blood vessel morphogenesis	5/84	194/18866	0.00174773175961934	0.0456074763938761	0.0356554800082743	7057/2296/9314/28984/9510	5
GO:0000082	G1/S transition of mitotic cell cycle	6/84	287/18866	0.00177190090910367	0.0456941975618265	0.0357232777711552	1026/6347/9314/4609/28984/9510	6
GO:1904019	epithelial cell apoptotic process	4/84	117/18866	0.00185042847334135	0.0465597756911447	0.0363999783063694	7057/6347/28984/7538	4
GO:0030198	extracellular matrix organization	7/84	395/18866	0.00189903835546976	0.0465597756911447	0.0363999783063694	7057/83716/2296/28984/5033/3491/9510	7
GO:0043062	extracellular structure organization	7/84	396/18866	0.00192635733452304	0.0465597756911447	0.0363999783063694	7057/83716/2296/28984/5033/3491/9510	7
GO:0070482	response to oxygen levels	7/84	396/18866	0.00192635733452304	0.0465597756911447	0.0363999783063694	7057/1026/4609/28984/84962/1958/4929	7
GO:0001935	endothelial cell proliferation	5/84	199/18866	0.00195345093177501	0.0465597756911447	0.0363999783063694	7057/6347/28984/3725/3164	5
GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	2/84	15/18866	0.00198087464706128	0.0465597756911447	0.0363999783063694	7057/467	2
GO:1903960	negative regulation of anion transmembrane transport	2/84	15/18866	0.00198087464706128	0.0465597756911447	0.0363999783063694	7057/8660	2
GO:0010332	response to gamma radiation	3/84	56/18866	0.00199106376501894	0.0465597756911447	0.0363999783063694	1026/4609/1958	3
GO:1901654	response to ketone	5/84	200/18866	0.0019966327166823	0.0465597756911447	0.0363999783063694	7057/2353/1026/9314/2354	5
GO:0031099	regeneration	5/84	201/18866	0.00204050927474114	0.047082066634027	0.0368083002690146	3484/1026/9314/3725/11221	5
GO:0045765	regulation of angiogenesis	7/84	403/18866	0.00212625014149964	0.0485493782309083	0.0379554301574716	7057/2296/51330/3576/9314/28984/9510	7
GO:1903708	positive regulation of hemopoiesis	5/84	204/18866	0.00217637405138385	0.0491815661920969	0.0384496685366566	2353/3303/2296/3725/11221	5
GO:0002696	positive regulation of leukocyte activation	7/84	406/18866	0.00221668607628363	0.0495813865225888	0.0387622441695998	3485/7057/8660/1026/6347/57678/11221	7
GO:0042594	response to starvation	5/84	206/18866	0.00227054642228355	0.0498299920454928	0.0389566015415205	1026/150094/467/3725/7538	5
GO:0010633	negative regulation of epithelial cell migration	4/84	124/18866	0.00228713466825057	0.0498299920454928	0.0389566015415205	7057/9314/28984/11221	4
GO:0046890	regulation of lipid biosynthetic process	5/84	207/18866	0.00231873138167896	0.0498299920454928	0.0389566015415205	3949/150094/57678/1958/3491	5
GO:1901343	negative regulation of vasculature development	5/84	207/18866	0.00231873138167896	0.0498299920454928	0.0389566015415205	7057/2296/9314/28984/9510	5
